Transaction_Amount,Transaction_Hour,If_tran_amount_less_than_10k,Is_Business_Hour,Is_Night_Hour,Is_Round_Amount
9602.215310767058,0,1,0,1,0
183.6613595222969,21,1,0,0,0
4074.070151202439,16,1,1,0,0
3333.2302449995386,15,1,1,0,0
802.9048712146958,17,1,1,0,0
46136.31023451172,13,0,1,0,0
4020.013566251205,23,1,0,1,0
3050.557325381871,16,1,1,0,0
2093.649718556692,9,1,1,0,0
5655.544381208714,9,1,1,0,0
3146.6241914968828,18,1,0,0,0
7025.732099689383,7,1,0,0,0
5839.369361102422,15,1,1,0,0
8117.4418365784,18,1,0,0,0
1557.880803602148,10,1,1,0,0
9991.15305224112,21,1,0,0,0
7532.072498448719,23,1,0,1,0
474.028830790633,14,1,1,0,0
5321.291534381427,2,1,0,1,0
7158.128475139372,9,1,1,0,0
9947.71619096895,5,1,0,1,0
2842.146978302864,19,1,0,0,0
238.08133603123147,2,1,0,1,0
3425.5309722980664,8,1,0,0,0
1308.7660387852552,11,1,1,0,0
7199.379144315854,20,1,0,0,0
4338.594884193095,20,1,0,0,0
1764.2010481198809,8,1,0,0,0
6726.246308908035,17,1,1,0,0
8634.201283310696,14,1,1,0,0
5089.789719429652,10,1,1,0,0
9623.41708102044,18,1,0,0,0
8934.551561030963,19,1,0,0,0
6034.065821481636,18,1,0,0,0
4302.844238533774,11,1,1,0,0
6008.147361428286,17,1,1,0,1
3353.450334616798,9,1,1,0,0
4651.564394892501,3,1,0,1,0
4130.51939052607,19,1,0,0,0
8422.119274282868,17,1,1,0,0
4769.7526515950285,16,1,1,0,0
2723.694593989215,15,1,1,0,0
2448.528717130824,7,1,0,0,0
1004.0334441678814,11,1,1,0,1
6231.886785725899,6,1,0,0,0
4450.2677407742185,12,1,1,0,0
6963.975048094107,13,1,1,0,0
3563.2809111083143,15,1,1,0,0
6188.013370616741,15,1,1,0,0
1963.3105455137825,6,1,0,0,0
5744.283249202264,2,1,0,1,0
902.2764912698068,16,1,1,0,0
8484.144687795691,13,1,1,0,0
9883.880239976832,13,1,1,0,0
7827.47337079559,7,1,0,0,0
8032.77682955454,20,1,0,0,0
7251.553488973641,0,1,0,1,0
845.1840161349172,11,1,1,0,0
5489.89758071445,15,1,1,0,0
6304.71923501189,9,1,1,0,0
5533.291862470195,18,1,0,0,0
4576.318180977726,12,1,1,0,0
9048.231392314714,22,1,0,1,0
32157.669354185506,10,0,1,0,0
9771.3918419911,22,1,0,1,0
2301.1545557021377,3,1,0,1,0
8770.860986621243,17,1,1,0,0
5490.553158756633,15,1,1,0,0
19971.81400018445,21,0,0,0,0
5663.958591791051,2,1,0,1,0
2126.128399558054,12,1,1,0,0
2203.015596957987,13,1,1,0,0
8164.428275624183,15,1,1,0,0
9297.603555678494,15,1,1,0,0
41395.31933551177,16,0,1,0,0
4305.598493551192,11,1,1,0,0
4566.818268047601,15,1,1,0,0
8599.28245901975,7,1,0,0,0
5462.891785284609,17,1,1,0,0
6681.961160698971,10,1,1,0,0
3798.3224237276513,9,1,1,0,0
708.2568260046655,4,1,0,1,0
7110.195505499642,16,1,1,0,0
407.4320158720054,18,1,0,0,0
34197.6325279102,15,0,1,0,0
2522.4396949376155,11,1,1,0,0
4125.294979634322,17,1,1,0,0
8627.177238299528,15,1,1,0,0
1652.2889699310597,21,1,0,0,0
8155.7569000790845,16,1,1,0,0
5895.725303380537,7,1,0,0,0
5415.509812221901,11,1,1,0,0
2824.107906345636,10,1,1,0,0
8692.130325009208,9,1,1,0,0
47922.131274115614,21,0,0,0,0
3269.4733763741137,2,1,0,1,0
1897.6357986173127,10,1,1,0,0
6318.6171046240415,18,1,0,0,0
3471.640644988206,16,1,1,0,0
1810.7456893674207,21,1,0,0,0
4348.150820895428,2,1,0,1,0
5343.101607337691,20,1,0,0,0
6964.185645629403,1,1,0,1,0
440.2965208237279,17,1,1,0,0
6701.289285448887,9,1,1,0,0
6969.406996460042,21,1,0,0,0
7495.327766310257,10,1,1,0,0
6278.450038798577,23,1,0,1,0
9849.813244462326,10,1,1,0,0
2354.7778036746163,9,1,1,0,0
2601.111058493524,5,1,0,1,0
4085.45062812927,9,1,1,0,0
736.6959903932833,12,1,1,0,0
1765.7897476378491,12,1,1,0,0
6651.75523061634,9,1,1,0,0
5635.700286375967,15,1,1,0,0
1810.124693664484,12,1,1,0,0
3268.269625853284,15,1,1,0,0
5511.885055219125,16,1,1,0,0
3632.81426821882,12,1,1,0,0
7701.055278022842,9,1,1,0,0
1454.367627466799,1,1,0,1,0
6345.494801478489,3,1,0,1,0
2671.890953367093,17,1,1,0,0
4892.942348895385,3,1,0,1,0
5274.532278052359,8,1,0,0,0
1193.1650159065052,15,1,1,0,0
6788.387068947816,21,1,0,0,0
5935.005041909018,17,1,1,0,0
5176.947074079845,15,1,1,0,0
4321.920997947183,11,1,1,0,0
8559.858267740019,18,1,0,0,0
9062.066004723076,15,1,1,0,0
4860.331561223186,19,1,0,0,0
6650.012770870179,10,1,1,0,0
2600.3488801720846,16,1,1,0,0
3624.7101939804143,14,1,1,0,0
6146.11192357903,15,1,1,0,0
5486.131268376799,15,1,1,0,0
9048.514814537337,17,1,1,0,0
5745.523514974562,13,1,1,0,0
2390.436919494419,12,1,1,0,0
1291.479040902652,6,1,0,0,0
9518.806540040016,7,1,0,0,0
5147.04484053998,10,1,1,0,0
25457.73403723269,12,0,1,0,0
4104.416589795736,13,1,1,0,0
8668.202031021641,21,1,0,0,0
1830.727571250824,14,1,1,0,0
907.5101886269111,12,1,1,0,0
5369.8339648921565,14,1,1,0,0
8887.85234272504,7,1,0,0,0
3523.896380777319,16,1,1,0,0
9451.658371175896,10,1,1,0,0
1708.6970353795198,8,1,0,0,0
7709.996624958767,17,1,1,0,0
3414.076725675833,9,1,1,0,0
5493.783810004966,13,1,1,0,0
514.9187302742332,17,1,1,0,0
1789.5359320568111,21,1,0,0,0
1028.2938334182063,6,1,0,0,0
8233.383650435959,11,1,1,0,0
782.6154039122133,14,1,1,0,0
8163.973429600554,2,1,0,1,0
1074.301047914449,8,1,0,0,0
5371.257753451804,18,1,0,0,0
5381.655337746883,13,1,1,0,0
1271.409953950611,7,1,0,0,0
7307.624613190711,12,1,1,0,0
4341.304790199226,6,1,0,0,0
4354.899618121212,21,1,0,0,0
5235.508364637581,0,1,0,1,0
4366.322697861119,4,1,0,1,0
6904.472745675888,9,1,1,0,0
4452.991075941786,14,1,1,0,0
8597.038086254757,6,1,0,0,0
6966.125150933099,16,1,1,0,0
8557.170883566101,23,1,0,1,0
6258.03624555572,11,1,1,0,0
5008.116959747888,15,1,1,0,1
3830.048404336929,11,1,1,0,0
2376.8574803109723,21,1,0,0,0
2973.5181217388126,3,1,0,1,0
3740.713492798157,13,1,1,0,0
9660.673573255724,15,1,1,0,0
9837.760962187393,8,1,0,0,0
3419.8435299466605,4,1,0,1,0
2041.171258397352,10,1,1,0,0
8685.943572602928,11,1,1,0,0
7255.385279408201,12,1,1,0,0
9982.642015278809,17,1,1,0,0
8213.466583652138,15,1,1,0,0
48834.16791470801,9,0,1,0,0
1005.5898005455768,15,1,1,0,1
1753.469032365453,7,1,0,0,0
1148.3615577927967,6,1,0,0,0
32080.72689182605,21,0,0,0,0
611.636545440294,15,1,1,0,0
1737.0018421550276,16,1,1,0,0
3991.994131751651,9,1,1,0,0
4377.034054874449,17,1,1,0,0
4235.415933844212,6,1,0,0,0
750.4498217012601,17,1,1,0,0
2607.1433244913565,19,1,0,0,0
7217.835415418846,10,1,1,0,0
5917.587553890459,10,1,1,0,0
6989.448666121516,5,1,0,1,0
3442.9989589950983,11,1,1,0,0
7032.743751890172,9,1,1,0,0
4237.7742482945605,8,1,0,0,0
8993.127632715361,17,1,1,0,0
150.1046184937188,21,1,0,0,0
6989.908098114489,14,1,1,0,0
9503.66575992328,18,1,0,0,0
7603.842127590032,12,1,1,0,0
5241.400623229476,23,1,0,1,0
3834.417406599669,15,1,1,0,0
9665.149273409292,4,1,0,1,0
34833.30531096771,14,0,1,0,0
19361.127012274985,2,0,0,1,0
6753.469783770792,23,1,0,1,0
7249.72035843917,17,1,1,0,0
8604.531431177458,14,1,1,0,0
8145.902916282018,23,1,0,1,0
5256.963017015945,11,1,1,0,0
1227.9442222315363,16,1,1,0,0
7332.991535119535,5,1,0,1,0
8551.6169399545,15,1,1,0,0
3110.2328014797386,22,1,0,1,0
9760.174299854623,22,1,0,1,0
2221.3564159241755,9,1,1,0,0
9172.326106892477,21,1,0,0,0
7077.518128419436,18,1,0,0,0
3163.370044240759,15,1,1,0,0
30673.47070937997,13,0,1,0,0
2579.381730146948,16,1,1,0,0
3995.8042721164175,8,1,0,0,0
3345.2703304164875,19,1,0,0,0
9268.384372518389,12,1,1,0,0
3049.701987361806,17,1,1,0,0
5953.035538439055,17,1,1,0,0
5414.458489690991,14,1,1,0,0
8950.610464283413,18,1,0,0,0
2685.2469194250057,15,1,1,0,0
1291.6233019552794,10,1,1,0,0
6260.575976446119,13,1,1,0,0
2647.6606727177755,12,1,1,0,0
1899.722001637136,13,1,1,0,0
4552.609703983139,23,1,0,1,0
6376.995806594304,13,1,1,0,0
4315.916341708113,0,1,0,1,0
3014.7495825968285,12,1,1,0,0
4189.994747839215,20,1,0,0,0
515.2751607497673,10,1,1,0,0
1030.3272224847624,17,1,1,0,0
3758.415000125628,9,1,1,0,0
9617.063117836648,15,1,1,0,0
3181.63491394528,23,1,0,1,0
2047.0200379307787,16,1,1,0,0
157.00498027090543,10,1,1,0,0
4636.24956285921,1,1,0,1,0
3486.267230538768,12,1,1,0,0
1991.3241173896,5,1,0,1,0
4816.249727817193,17,1,1,0,0
3775.210842082893,15,1,1,0,0
8804.489805001214,5,1,0,1,0
7961.759382311857,7,1,0,0,0
1143.287466049164,20,1,0,0,0
505.6434220516656,14,1,1,0,0
294.1246609626363,15,1,1,0,0
2495.776569730704,0,1,0,1,0
1287.4141701948702,12,1,1,0,0
9345.5414558564,9,1,1,0,0
5301.630572515986,9,1,1,0,0
2195.760569892763,11,1,1,0,0
7386.0144288176225,14,1,1,0,0
733.5988250787385,14,1,1,0,0
4495.589073352607,18,1,0,0,0
8604.347288946827,16,1,1,0,0
3573.707709253027,11,1,1,0,0
7380.91946665066,11,1,1,0,0
8696.3858775507,17,1,1,0,0
38409.73367709037,16,0,1,0,0
25324.05734362338,20,0,0,0,0
1540.4577641120682,3,1,0,1,0
9023.808440046316,19,1,0,0,0
14174.85832331316,8,0,0,0,0
5674.764281305699,2,1,0,1,0
8681.849382979242,21,1,0,0,0
7164.52314252721,21,1,0,0,0
6412.475956022866,21,1,0,0,0
131.85759141875468,4,1,0,1,0
1699.9626408225818,17,1,1,0,0
7744.67654513447,11,1,1,0,0
6708.589362760444,2,1,0,1,0
4610.586472554057,10,1,1,0,0
9783.849823478264,9,1,1,0,0
1457.6328842240046,14,1,1,0,0
9733.159498414969,11,1,1,0,0
2914.169773755952,16,1,1,0,0
7214.803477132096,9,1,1,0,0
2236.4123511912508,0,1,0,1,0
801.9993790503997,15,1,1,0,0
9521.984863904643,4,1,0,1,0
5425.886760397275,21,1,0,0,0
972.3649114860212,3,1,0,1,0
926.8131304175058,17,1,1,0,0
2364.873040201571,20,1,0,0,0
6769.512918632705,14,1,1,0,0
2056.936310530312,16,1,1,0,0
7740.404912742858,3,1,0,1,0
6130.425179402537,16,1,1,0,0
443.2250991338312,8,1,0,0,0
5332.455010029242,19,1,0,0,0
5237.900541002403,10,1,1,0,0
7094.674272913761,11,1,1,0,0
5219.271436248101,16,1,1,0,0
7613.111658523049,16,1,1,0,0
2494.881703443428,13,1,1,0,0
7200.175309195122,10,1,1,0,0
942.4394090997552,12,1,1,0,0
6741.978649199786,12,1,1,0,0
401.56003077239626,7,1,0,0,0
3189.1219780103524,10,1,1,0,0
4654.555900294553,13,1,1,0,0
5561.159193316164,21,1,0,0,0
1872.234179034238,6,1,0,0,0
8159.85258507411,15,1,1,0,0
968.3169353859269,5,1,0,1,0
2994.3004099703,17,1,1,0,0
6474.951478523017,10,1,1,0,0
7743.532921369181,20,1,0,0,0
6349.313468057596,10,1,1,0,0
2028.7260268964487,10,1,1,0,0
519.0691414386848,13,1,1,0,0
5538.627725571489,14,1,1,0,0
1213.6784149238676,15,1,1,0,0
45651.30659311002,1,0,0,1,0
1559.6463286013093,14,1,1,0,0
4309.1884807409415,1,1,0,1,0
1486.3035953167332,7,1,0,0,0
9445.59428592468,16,1,1,0,0
9119.181843278988,19,1,0,0,0
4680.02581454233,11,1,1,0,0
23365.456475046936,2,0,0,1,0
8951.595468300107,7,1,0,0,0
884.795537564167,9,1,1,0,0
3889.1798098896975,10,1,1,0,0
