tran_foreign,Device_Change,IP_Change,uni_acc_to_10min,uni_acc_to_1D,tran_ratio_count_10min_1D,tran_ratio_count_1D_30D,transaction_id
0,0,0,1,0,0.16667,0.08,75
0,0,0,1,0,0.14286,0.09211,76
0,0,0,1,0,0.16667,0.07792,77
0,0,0,1,0,0.14286,0.08974,78
0,0,0,1,0,0.2,0.06329,79
0,0,0,1,1,0.25,0.05,80
0,0,0,1,0,0.25,0.04938,81
0,0,0,1,1,0.25,0.04878,82
0,0,0,1,0,0.25,0.04819,83
0,0,0,1,1,0.5,0.02381,84
0,0,0,1,0,0.66667,0.03529,85
0,0,0,1,0,0.25,0.04651,86
0,0,0,1,0,0.25,0.04598,87
0,0,0,1,0,0.2,0.05682,88
0,0,0,1,0,0.16667,0.06742,89
0,0,0,1,0,0.25,0.04444,90
0,0,0,1,0,0.4,0.05495,91
0,0,0,1,0,0.2,0.05435,92
0,0,0,1,0,0.25,0.04301,93
0,0,0,1,0,0.2,0.05319,94
0,0,0,1,0,0.16667,0.06316,95
0,0,0,1,0,0.14286,0.07292,96
0,0,0,1,0,0.16667,0.06186,97
0,0,0,1,0,0.16667,0.06122,98
0,0,0,1,0,0.28571,0.07071,99
0,0,0,1,0,0.16667,0.06061,100
0,0,0,1,0,0.14286,0.07,101
0,0,0,1,0,0.25,0.07921,102
0,0,0,1,0,0.16667,0.05882,103
0,0,0,1,0,0.14286,0.06863,104
0,0,0,1,0,0.14286,0.06796,105
0,0,0,1,0,0.25,0.07692,106
0,0,0,1,0,0.125,0.07692,107
0,0,0,1,0,0.125,0.07619,108
0,0,0,1,0,0.14286,0.06667,109
0,0,0,1,1,1.0,0.00962,110
0,0,0,1,1,0.5,0.01942,111
0,0,0,1,0,0.33333,0.02885,112
0,0,0,1,0,0.25,0.03922,113
0,0,0,1,0,0.25,0.03883,114
0,0,0,1,0,0.2,0.04854,115
0,0,0,1,0,0.25,0.03846,116
0,0,0,1,0,0.25,0.03883,117
0,0,0,1,0,0.25,0.03846,118
0,0,0,1,0,0.33333,0.03,119
0,0,0,1,1,0.5,0.02,120
0,0,0,1,0,0.33333,0.03,121
0,0,0,1,0,0.33333,0.0297,122
0,0,0,1,1,0.33333,0.0297,123
0,0,0,1,1,0.5,0.01961,124
0,0,0,1,1,0.5,0.01961,125
0,0,0,1,1,0.5,0.01942,126
0,0,0,1,0,0.33333,0.02885,127
0,0,0,1,0,0.33333,0.02885,128
0,0,0,1,0,0.25,0.03846,129
0,0,0,1,0,0.2,0.04762,130
0,0,0,1,0,0.33333,0.02913,131
0,0,0,1,1,1.0,0.02,132
0,0,0,1,1,1.0,0.02,133
0,0,0,1,1,0.33333,0.0297,134
0,0,0,1,0,0.25,0.0404,135
0,0,0,1,0,0.2,0.05,136
0,0,0,1,0,0.33333,0.03093,137
0,0,0,1,0,0.33333,0.03061,138
0,0,0,1,1,1.0,0.01064,139
0,0,0,1,1,0.5,0.02151,140
0,0,0,1,1,0.5,0.02128,141
0,0,0,1,1,1.0,0.01111,142
0,0,0,1,1,0.5,0.02273,143
0,0,0,1,1,0.33333,0.03371,144
0,0,0,1,1,0.33333,0.03448,145
0,0,0,1,0,0.25,0.04651,146
0,0,0,1,1,0.33333,0.03448,147
0,0,0,1,1,1.0,0.01163,148
0,0,0,1,1,0.5,0.02299,149
0,0,0,1,1,0.33333,0.03448,150
0,0,0,1,0,0.25,0.04651,151
0,0,0,1,0,0.2,0.05747,152
0,0,0,1,0,0.33333,0.06818,153
0,0,0,1,0,0.16667,0.06742,154
0,0,0,1,0,0.16667,0.06742,155
0,0,0,1,0,0.14286,0.07778,156
0,0,0,1,0,0.14286,0.07692,157
0,0,0,1,0,0.2,0.05556,158
0,0,0,1,0,0.33333,0.03333,159
0,0,0,1,0,0.5,0.04396,160
0,0,0,1,0,0.25,0.04348,161
0,0,0,1,0,0.2,0.05376,162
0,0,0,1,1,0.33333,0.03333,163
0,0,0,1,1,0.25,0.04444,164
0,0,0,1,1,0.33333,0.03371,165
0,0,0,1,1,0.25,0.04444,166
0,0,0,1,1,0.33333,0.03409,167
0,0,0,1,1,0.5,0.02326,168
0,0,0,1,1,0.5,0.02326,169
0,0,0,1,1,0.33333,0.03448,170
0,0,0,1,1,0.33333,0.03529,171
0,0,0,1,1,0.5,0.0241,172
0,0,0,1,0,0.33333,0.03571,173
0,0,0,1,1,0.33333,0.03659,174
0,0,0,1,0,0.25,0.04878,175
0,0,0,1,0,0.2,0.06024,176
0,0,0,1,0,0.25,0.04938,177
0,0,0,1,1,0.5,0.02564,178
0,0,0,1,1,0.5,0.0274,179
0,0,0,1,1,0.5,0.02817,180
0,0,0,1,1,0.33333,0.04167,181
0,0,0,1,0,0.25,0.05479,182
0,0,0,1,0,0.25,0.05405,183
0,0,0,1,0,0.2,0.06667,184
0,0,0,1,0,0.16667,0.08,185
0,0,0,1,0,0.25,0.05263,186
0,0,0,1,1,1.0,0.0137,187
0,0,0,1,1,0.5,0.02778,188
0,0,0,1,0,0.33333,0.04167,189
0,0,0,1,0,0.25,0.05556,190
0,0,0,1,0,0.25,0.05479,191
0,0,0,1,0,0.2,0.06757,192
0,0,0,1,1,0.5,0.0274,193
0,0,0,1,1,0.5,0.02778,194
0,0,0,1,0,0.33333,0.0411,195
0,0,0,1,0,0.25,0.05405,196
0,0,0,1,1,1.0,0.01389,197
0,0,0,1,1,0.5,0.0274,198
0,0,0,1,0,0.66667,0.04054,199
0,0,0,1,1,1.0,0.01429,200
0,0,0,1,1,0.5,0.02857,201
0,0,0,1,1,0.33333,0.04225,202
0,0,0,1,1,1.0,0.01449,203
0,0,0,1,1,0.5,0.02899,204
0,0,0,1,1,0.33333,0.04348,205
0,0,0,1,0,0.5,0.05714,206
0,0,0,1,0,0.25,0.05634,207
0,0,0,1,0,0.2,0.06944,208
0,0,0,1,0,0.16667,0.08333,209
0,0,0,1,0,0.14286,0.09589,210
0,0,0,1,0,0.125,0.10959,211
0,0,0,1,0,0.16667,0.08108,212
0,0,0,1,0,0.2,0.06667,213
0,0,0,1,0,0.33333,0.03947,214
0,0,0,1,0,0.25,0.05195,215
0,0,0,1,1,1.0,0.01333,216
0,0,0,1,1,0.5,0.02632,217
0,0,0,1,0,0.33333,0.03896,218
0,0,0,1,0,0.25,0.05128,219
0,0,0,1,0,0.25,0.05128,220
0,0,0,1,0,0.4,0.06329,221
0,0,0,1,0,0.16667,0.075,222
0,0,0,1,0,0.16667,0.07407,223
0,0,0,1,0,0.2,0.06173,224
0,0,0,1,0,0.16667,0.07407,225
0,0,0,1,1,0.5,0.025,226
0,0,0,1,0,0.33333,0.03704,227
0,0,0,1,1,0.33333,0.03704,228
0,0,0,1,0,0.25,0.04878,229
0,0,0,1,1,0.33333,0.03614,230
0,0,0,1,1,0.5,0.0241,231
0,0,0,1,1,0.33333,0.03659,232
0,0,0,1,0,0.25,0.04819,233
0,0,0,1,0,0.2,0.05952,234
0,0,0,1,1,1.0,0.01282,235
0,0,0,1,1,0.5,0.02532,236
0,0,0,1,1,0.33333,0.03797,237
0,0,0,1,0,0.5,0.05,238
0,0,0,1,1,1.0,0.0137,239
0,0,0,1,1,0.5,0.02703,240
0,0,0,1,0,0.33333,0.04054,241
0,0,0,1,0,0.25,0.05333,242
0,0,0,1,1,1.0,0.01351,243
0,0,0,1,1,0.5,0.02667,244
0,0,0,1,0,0.33333,0.04054,245
0,0,0,1,0,0.25,0.05333,246
0,0,0,1,0,0.4,0.06579,247
0,0,0,1,0,0.25,0.05195,248
0,0,0,1,0,0.2,0.0641,249
0,0,0,1,0,0.16667,0.07692,250
0,0,0,1,0,0.14286,0.08974,251
0,0,0,1,0,0.14286,0.08974,252
0,0,0,1,0,0.14286,0.08861,253
0,0,0,1,0,0.14286,0.0875,254
0,0,0,1,0,0.14286,0.08861,255
0,0,0,1,0,0.14286,0.0875,256
0,0,0,1,0,0.16667,0.075,257
0,0,0,1,1,0.5,0.025,258
0,0,0,1,1,0.5,0.02469,259
0,0,0,1,1,0.33333,0.03659,260
0,0,0,1,1,0.25,0.04819,261
0,0,0,1,0,0.2,0.05952,262
0,0,0,1,0,0.16667,0.07143,263
0,0,0,1,0,0.25,0.04706,264
0,0,0,1,0,0.2,0.05814,265
0,0,0,1,0,0.33333,0.03614,266
0,0,0,1,0,0.33333,0.03614,267
0,0,0,1,0,0.25,0.04762,268
0,0,0,1,0,0.25,0.04819,269
0,0,0,1,0,0.2,0.05952,270
0,0,0,1,0,0.33333,0.03529,271
0,0,0,1,1,0.33333,0.03529,272
0,0,0,1,0,0.5,0.04651,273
0,0,0,1,0,0.25,0.04598,274
0,0,0,1,0,0.2,0.05682,275
0,0,0,1,0,0.16667,0.06897,276
0,0,0,1,0,0.28571,0.07955,277
0,0,0,1,0,0.25,0.04598,278
0,0,0,1,0,0.25,0.04598,279
0,0,0,1,0,0.33333,0.03409,280
0,0,0,1,0,0.5,0.04494,281
0,0,0,1,0,0.25,0.04494,282
0,0,0,1,0,0.25,0.04494,283
0,0,0,1,0,0.2,0.05556,284
0,0,0,1,0,0.16667,0.06667,285
0,0,0,1,0,0.25,0.04444,286
0,0,0,1,1,0.5,0.02198,287
0,0,0,1,1,0.5,0.02198,288
0,0,0,1,0,0.33333,0.03261,289
0,0,0,1,0,0.25,0.04301,290
0,0,0,1,0,0.25,0.04348,291
0,0,0,1,0,0.25,0.04301,292
0,0,0,1,0,0.25,0.04255,293
0,0,0,1,0,0.25,0.04211,294
0,0,0,1,0,0.2,0.05208,295
0,0,0,1,1,1.0,0.01064,296
0,0,0,1,1,0.5,0.02128,297
0,0,0,1,1,0.33333,0.03158,298
0,0,0,1,1,0.25,0.04167,299
0,0,0,1,0,0.2,0.05208,300
0,0,0,1,0,0.2,0.05263,301
0,0,0,1,0,0.16667,0.06316,302
0,0,0,1,0,0.33333,0.03261,303
0,0,0,1,1,0.5,0.02198,304
0,0,0,1,0,0.33333,0.03261,305
0,0,0,1,0,0.33333,0.03297,306
0,0,0,1,1,0.5,0.02174,307
0,0,0,1,1,0.33333,0.03226,308
0,0,0,1,0,0.25,0.04255,309
0,0,0,1,0,0.2,0.05319,310
0,0,0,1,1,1.0,0.01149,311
0,0,0,1,1,0.5,0.02299,312
0,0,0,1,0,0.33333,0.03409,313
0,0,0,1,0,0.33333,0.03448,314
0,0,0,1,0,0.25,0.04545,315
0,0,0,1,0,0.25,0.04598,316
0,0,0,1,0,0.25,0.04545,317
0,0,0,1,0,0.2,0.05618,318
0,0,0,1,0,0.16667,0.06667,319
0,0,0,1,1,1.0,0.01163,320
0,0,0,1,1,1.0,0.02299,321
0,0,0,1,1,0.33333,0.03409,322
0,0,0,1,0,0.25,0.04545,323
0,0,0,1,0,0.33333,0.03409,324
0,0,0,1,0,0.33333,0.03448,325
0,0,0,1,1,0.33333,0.03409,326
0,0,0,1,1,0.5,0.02247,327
0,0,0,1,1,0.5,0.02222,328
0,0,0,1,1,0.33333,0.03371,329
0,0,0,1,1,0.5,0.02273,330
0,0,0,1,1,1.0,0.01136,331
0,0,0,1,1,0.5,0.02273,332
0,0,0,1,0,0.33333,0.03371,333
0,0,0,1,0,0.25,0.04444,334
0,0,0,1,0,0.33333,0.03448,335
0,0,0,1,0,0.25,0.04598,336
0,0,0,1,0,0.33333,0.03488,337
0,0,0,1,0,0.25,0.04762,338
0,0,0,1,0,0.25,0.04762,339
0,0,0,1,0,0.25,0.04762,340
0,0,0,1,0,0.25,0.04762,341
0,0,0,1,0,0.25,0.04706,342
0,0,0,1,0,0.4,0.05814,343
0,0,0,1,0,0.25,0.04598,344
0,0,0,1,0,0.2,0.05747,345
0,0,0,1,0,0.16667,0.06897,346
0,0,0,1,0,0.16667,0.06977,347
0,0,0,1,0,0.14286,0.0814,348
0,0,0,1,0,0.33333,0.03571,349
0,0,0,1,0,0.25,0.04706,350
0,0,0,1,0,0.33333,0.03488,351
0,0,0,1,0,0.25,0.04598,352
0,0,0,1,0,0.2,0.05882,353
0,0,0,1,0,0.25,0.04651,354
0,0,0,1,0,0.2,0.05747,355
0,0,0,1,0,0.25,0.04651,356
0,0,0,1,0,0.25,0.04598,357
0,0,0,1,1,0.25,0.04545,358
0,0,0,1,0,0.4,0.05682,359
0,0,0,1,0,0.2,0.05618,360
0,0,0,1,0,0.25,0.04651,361
0,0,0,1,1,0.5,0.02353,362
0,0,0,1,0,0.33333,0.03488,363
0,0,0,1,0,0.25,0.04651,364
0,0,0,1,1,0.5,0.02353,365
0,0,0,1,0,0.33333,0.03529,366
0,0,0,1,0,0.5,0.04651,367
0,0,0,1,0,0.2,0.05747,368
0,0,0,1,0,0.2,0.05747,369
0,0,0,1,0,0.16667,0.06818,370
0,0,0,1,0,0.25,0.04651,371
0,0,0,1,0,0.25,0.04598,372
0,0,0,1,0,0.33333,0.03448,373
0,0,0,1,0,0.5,0.04545,374
0,0,0,1,0,0.2,0.05618,375
0,0,0,1,0,0.25,0.04494,376
0,0,0,1,0,0.2,0.05556,377
0,0,0,1,0,0.25,0.04494,378
0,0,0,1,0,0.2,0.05618,379
0,0,0,1,0,0.25,0.04494,380
0,0,0,1,1,0.5,0.02326,381
0,0,0,1,1,0.5,0.02299,382
0,0,0,1,0,0.33333,0.03409,383
0,0,0,1,0,0.25,0.04494,384
0,0,0,1,0,0.25,0.04444,385
0,0,0,1,0,0.2,0.05495,386
0,0,0,1,0,0.16667,0.06593,387
0,0,0,1,0,0.25,0.04444,388
0,0,0,1,0,0.4,0.05495,389
0,0,0,1,0,0.16667,0.06593,390
0,0,0,1,0,0.16667,0.06593,391
0,0,0,1,0,0.16667,0.06522,392
0,0,0,1,0,0.16667,0.06593,393
0,0,0,1,1,0.5,0.02198,394
0,0,0,1,1,0.5,0.02222,395
0,0,0,1,1,0.33333,0.03297,396
0,0,0,1,0,0.33333,0.03297,397
0,0,0,1,0,0.25,0.04348,398
0,0,0,1,0,0.4,0.05376,399
0,0,0,1,0,0.2,0.05376,400
0,0,0,1,0,0.2,0.05495,401
0,0,0,1,1,0.33333,0.03261,402
0,0,0,1,1,0.33333,0.03226,403
0,0,0,1,0,0.33333,0.03191,404
0,0,0,1,0,0.33333,0.03158,405
0,0,0,1,0,0.33333,0.03158,406
0,0,0,1,1,0.5,0.02128,407
0,0,0,1,1,0.5,0.02174,408
0,0,0,1,1,0.5,0.02174,409
0,0,0,1,0,0.33333,0.03226,410
0,0,0,1,0,0.25,0.04301,411
0,0,0,1,0,0.2,0.05319,412
0,0,0,1,0,0.16667,0.06383,413
0,0,0,1,0,0.14286,0.07368,414
0,0,0,1,0,0.16667,0.0625,415
0,0,0,1,0,0.25,0.04211,416
0,0,0,1,0,0.25,0.04211,417
0,0,0,1,0,0.33333,0.03125,418
0,0,0,1,0,0.5,0.04124,419
0,0,0,1,0,0.2,0.05102,420
0,0,0,1,0,0.2,0.05155,421
0,0,0,1,0,0.16667,0.06186,422
0,0,0,1,0,0.16667,0.06122,423
0,0,0,1,0,0.14286,0.07071,424
0,0,0,1,0,0.33333,0.0303,425
0,0,0,1,0,0.25,0.04,426
0,0,0,1,1,0.33333,0.0297,427
0,0,0,1,0,0.25,0.03922,428
0,0,0,1,0,0.33333,0.0297,429
0,0,0,1,1,0.5,0.0198,430
0,0,0,1,1,0.5,0.0198,431
0,0,0,1,0,0.66667,0.02941,432
0,0,0,1,0,0.33333,0.02913,433
0,0,0,1,1,1.0,0.0101,434
0,0,0,1,1,0.5,0.02,435
0,0,0,1,0,0.33333,0.03,436
0,0,0,1,0,0.25,0.0396,437
0,0,0,1,0,0.2,0.04902,438
0,0,0,1,0,0.33333,0.05825,439
0,0,0,1,0,0.14286,0.06731,440
0,0,0,1,0,0.125,0.07692,441
0,0,0,1,1,0.5,0.01961,442
0,0,0,1,0,0.33333,0.02913,443
0,0,0,1,0,0.33333,0.02913,444
0,0,0,1,0,0.25,0.03922,445
0,0,0,1,0,0.2,0.04902,446
0,0,0,1,1,0.33333,0.0303,447
0,0,0,1,1,0.5,0.02,448
0,0,0,1,0,0.33333,0.0303,449
0,0,0,1,0,0.25,0.04,450
0,0,0,1,0,0.25,0.0404,451
0,0,0,1,0,0.25,0.04,452
0,0,0,1,0,0.2,0.05,453
0,0,0,1,0,0.2,0.05051,454
0,0,0,1,0,0.16667,0.06,455
0,0,0,1,0,0.14286,0.06931,456
0,0,0,1,0,0.16667,0.05882,457
0,0,0,1,0,0.14286,0.06796,458
0,0,0,1,0,0.14286,0.06863,459
0,0,0,1,1,1.0,0.0101,460
0,0,0,1,1,0.5,0.02,461
0,0,0,1,1,0.33333,0.03061,462
0,0,0,1,1,0.33333,0.0303,463
0,0,0,1,0,0.33333,0.03093,464
0,0,0,1,0,0.25,0.04124,465
0,0,0,1,1,0.33333,0.03125,466
0,0,0,1,1,1.0,0.01064,467
0,0,0,1,1,0.5,0.02174,468
0,0,0,1,0,0.33333,0.03261,469
0,0,0,1,0,0.33333,0.03261,470
0,0,0,1,0,0.25,0.04348,471
0,0,0,1,0,0.2,0.05376,472
0,0,0,1,0,0.16667,0.06383,473
0,0,0,1,0,0.14286,0.07368,474
0,0,0,1,0,0.16667,0.06316,475
0,0,0,1,0,0.16667,0.0625,476
0,0,0,1,0,0.2,0.05155,477
0,0,0,1,0,0.25,0.04124,478
0,0,0,1,1,0.33333,0.03093,479
0,0,0,1,1,0.25,0.04124,480
0,0,0,1,1,0.25,0.04124,481
0,0,0,1,0,0.25,0.04211,482
0,0,0,1,0,0.2,0.05208,483
0,0,0,1,1,0.25,0.04124,484
0,0,0,1,1,0.25,0.04255,485
0,0,0,1,0,0.33333,0.03191,486
0,0,0,1,0,0.25,0.04211,487
0,0,0,1,0,0.25,0.04211,488
0,0,0,1,0,0.25,0.04167,489
0,0,0,1,0,0.4,0.05155,490
0,0,0,1,0,0.16667,0.06122,491
0,0,0,1,0,0.16667,0.06061,492
0,0,0,1,0,0.2,0.05102,493
0,0,0,1,0,0.25,0.0404,494
0,0,0,1,1,1.0,0.01053,495
0,0,0,1,1,0.5,0.02128,496
0,0,0,1,1,0.5,0.02128,497
0,0,0,1,1,0.5,0.02151,498
0,0,0,1,1,0.5,0.02151,499
0,0,0,1,0,0.33333,0.03226,500
0,0,0,1,0,0.25,0.04255,501
0,0,0,1,1,0.33333,0.03158,502
0,0,0,1,1,0.5,0.02198,503
0,0,0,1,1,0.33333,0.03261,504
0,0,0,1,0,0.33333,0.03297,505
0,0,0,1,0,0.25,0.04396,506
0,0,0,1,0,0.33333,0.03297,507
0,0,0,1,1,0.5,0.02273,508
0,0,0,1,1,1.0,0.01176,509
0,0,0,1,1,0.5,0.02381,510
0,0,0,1,1,0.33333,0.03571,511
0,0,0,1,0,0.25,0.04762,512
0,0,0,1,0,0.33333,0.03571,513
0,0,0,1,1,0.5,0.02381,514
0,0,0,1,1,0.33333,0.03571,515
0,0,0,1,0,0.25,0.04762,516
0,0,0,1,0,0.25,0.04706,517
0,0,0,1,0,0.2,0.05882,518
0,0,0,1,1,0.5,0.02326,519
0,0,0,1,1,0.5,0.02381,520
0,0,0,1,0,0.33333,0.03529,521
0,0,0,1,0,0.33333,0.03659,522
0,0,0,1,0,0.25,0.04878,523
0,0,0,1,0,0.2,0.06024,524
0,0,0,1,0,0.33333,0.07143,525
0,0,0,1,0,0.25,0.04819,526
0,0,0,1,0,0.25,0.04762,527
0,0,0,1,0,0.33333,0.03571,528
0,0,0,1,0,0.25,0.04706,529
0,0,0,1,0,0.2,0.05952,530
0,0,0,1,0,0.25,0.04706,531
0,0,0,1,1,0.5,0.02381,532
0,0,0,1,0,0.33333,0.03571,533
0,0,0,1,1,0.33333,0.03571,534
0,0,0,1,0,0.25,0.04762,535
0,0,0,1,0,0.25,0.04762,536
0,0,0,1,0,0.2,0.05952,537
0,0,0,1,0,0.33333,0.07059,538
0,0,0,1,0,0.16667,0.07143,539
0,0,0,1,0,0.2,0.06098,540
0,0,0,1,0,0.2,0.06098,541
0,0,0,1,0,0.33333,0.03614,542
0,0,0,1,0,0.25,0.04762,543
0,0,0,1,0,0.25,0.04706,544
0,0,0,1,0,0.2,0.05814,545
0,0,0,1,0,0.16667,0.06897,546
0,0,0,1,0,0.14286,0.07955,547
0,0,0,1,0,0.25,0.08989,548
0,0,0,1,1,1.0,1.0,549
0,0,0,1,1,0.5,1.0,550
0,0,0,1,0,0.33333,1.0,551
0,0,0,1,0,0.25,1.0,552
0,1,0,1,0,0.2,1.0,553
0,1,0,1,0,0.16667,1.0,554
0,0,0,1,0,0.14286,1.0,555
0,0,0,1,0,0.125,1.0,556
0,0,0,1,0,0.14286,0.77778,557
0,0,0,1,0,0.14286,0.7,558
0,0,0,1,0,0.16667,0.54545,559
0,0,1,1,0,0.14286,0.58333,560
0,0,0,1,0,0.25,0.61538,561
0,0,0,1,0,0.14286,0.5,562
0,0,1,1,0,0.125,0.53333,563
0,0,0,1,0,0.125,0.5,564
0,0,0,1,1,0.5,0.11765,565
0,0,0,1,1,0.5,0.11111,566
0,0,0,1,0,0.33333,0.15789,567
0,0,0,1,0,0.25,0.2,568
0,1,0,1,0,0.2,0.2381,569
0,0,0,1,0,0.25,0.18182,570
0,0,0,1,0,0.33333,0.13043,571
0,1,1,1,0,0.33333,0.125,572
0,0,0,1,0,0.25,0.16,573
0,0,1,1,0,0.2,0.19231,574
0,0,0,1,0,0.16667,0.22222,575
0,1,0,1,0,0.14286,0.25,576
0,0,0,1,0,0.125,0.27586,577
0,0,0,1,0,0.11111,0.3,578
0,0,0,1,0,0.1,0.32258,579
0,0,0,1,0,0.1,0.3125,580
0,0,0,1,0,0.1,0.30303,581
0,1,0,1,0,0.2,0.29412,582
0,0,0,1,0,0.1,0.28571,583
0,0,0,1,0,0.14286,0.19444,584
0,0,0,1,0,0.125,0.21622,585
0,0,0,1,0,0.14286,0.18421,586
0,0,0,1,0,0.14286,0.17949,587
0,0,1,1,0,0.2,0.125,588
0,0,0,1,0,0.16667,0.14634,589
0,0,0,1,0,0.16667,0.14286,590
0,0,1,1,0,0.25,0.09302,591
0,1,0,1,1,0.5,0.04545,592
0,0,0,1,0,0.33333,0.06667,593
0,0,0,1,0,0.33333,0.06522,594
0,0,0,1,0,0.25,0.08511,595
0,1,0,1,0,0.2,0.10417,596
0,0,0,1,0,0.25,0.08163,597
0,1,1,1,0,0.2,0.1,598
0,0,0,1,0,0.16667,0.11765,599
0,0,0,1,0,0.2,0.09615,600
0,0,1,1,0,0.16667,0.11321,601
0,0,1,1,0,0.16667,0.11111,602
0,0,0,1,0,0.16667,0.10909,603
0,1,0,1,0,0.16667,0.10714,604
0,0,0,1,0,0.16667,0.10526,605
0,0,0,1,0,0.2,0.08621,606
0,0,1,1,0,0.2,0.08475,607
0,0,0,1,0,0.2,0.08333,608
0,0,0,1,0,0.33333,0.04918,609
0,0,0,1,1,0.5,0.03226,610
0,0,1,1,0,0.33333,0.04762,611
0,0,0,1,0,0.25,0.0625,612
0,0,0,1,0,0.2,0.07692,613
0,0,1,1,0,0.16667,0.09091,614
0,1,1,1,0,0.16667,0.08955,615
0,0,0,1,0,0.2,0.07353,616
0,0,1,1,0,0.25,0.05797,617
0,0,0,1,0,0.2,0.07143,618
0,0,0,1,0,0.33333,0.08451,619
0,0,0,1,0,0.14286,0.09722,620
0,0,1,1,0,0.16667,0.08219,621
0,0,0,1,0,0.14286,0.09459,622
0,0,0,1,0,0.125,0.10667,623
0,0,0,1,0,0.125,0.10526,624
0,0,0,1,0,0.11111,0.11688,625
0,1,1,1,0,0.16667,0.07692,626
0,0,0,1,0,0.14286,0.08861,627
0,0,0,1,0,0.14286,0.0875,628
0,0,0,1,1,0.25,0.04938,629
0,0,0,1,1,0.33333,0.03659,630
0,0,0,1,0,0.33333,0.03614,631
0,0,1,1,0,0.25,0.04762,632
0,0,0,1,0,0.2,0.05882,633
0,0,0,1,0,0.2,0.05814,634
0,0,0,1,0,0.16667,0.06897,635
0,0,0,1,0,0.14286,0.07955,636
0,0,0,1,0,0.14286,0.07865,637
0,0,0,1,0,0.125,0.08889,638
0,0,0,1,0,0.14286,0.07692,639
0,0,0,1,0,0.16667,0.06522,640
0,0,0,1,0,0.25,0.04301,641
0,0,0,1,0,0.2,0.05319,642
0,0,0,1,0,0.2,0.05263,643
0,0,0,1,0,0.2,0.05208,644
0,0,1,1,0,0.2,0.05155,645
0,0,0,1,0,0.16667,0.06122,646
0,0,1,1,0,0.14286,0.07071,647
0,1,0,1,0,0.16667,0.06,648
0,1,0,1,0,0.16667,0.05941,649
